Content		Keywords
everyone has to like migrate from the old chain to the new chain and then at		
some point we'll forget about the old chin		
the new version is designed to be much more seamless for users right so		
basically what actually happens is that the old chain basically becomes		
embedded inside the new chain right so at		
starting from the merge transition block every proof of stake chain block is		
going to contain a block of the what what we consider now to what we		
consider to be the ethereum chain today but we'll call it the execution chain		ethereum
and then at the same time to create one of these blocks you're not		
going to need proof of work anymore right so basically at the same time you		
would both get rid of the proof of work requirements for one of these blocks to		
be valid but instead you require these blocks to		
be embedded inside of the proof of stake blocks right so		
you basically have like a chain inside a chain		
and this is you know from an architecture perspective it's you know		
you might think it's a little bit sub-optimal but it actually has some		
nice properties and makes it easier to kind of think about the		
consensus and think about the what we call the execution layer		
like transactions and contracts kind of separately		
and upgrade them separately um and it also just means that the upgrade		
process is extremely seamless right because		
from the point of view of a client that's following the chain you basically		
have to up update nothing right you're still		
following the same chain and follows the same		
rules except instead of checking proof of work you'll switch to		
checking that these blocks are embedded inside of blocks of the proof statute		
so there'll be this merge block that will mark this transition		
and over time i guess the the new chain will contain the full		
record of all the transactions that's ever happened on the previous chain		
on the old chain so like maybe i'm asking a dumb question here but		
in in this process is the new chain going to have		
all the information of the past transactions		
the new chain is not going to hold information from what happened in the		
ethereum chain before the merge right so like ethereum clients of the um		ethereum
that um people are going to use like around the time of the merchants soon		
after the merge they're probably just going to sync you		
know like and check the proof of work chain		
up to the merge and then they're going to check the proof of stake chain but at		
some point in the future i think people will just stop bothering checking the		
proof of work before the merge got it so that old history information		
is not important for the future or like if you're		
operating actively on the on the new chain that history is not		
important to you it's not impo let's see so it's not		
strictly important for um app for just like in any		
like smart contract or just like applications that run on the blockchain		blockchain
it can be important to users and it can be important for some applications		
but we're basically saying that like maintaining and serving that		
is not going to be simultaneously the responsibility of every ethereum node		ethereum
if you want that information there can be separate protocols for backing it up		
and like these other protocols actually exist right like there's something		
called the graph which is doing some history retrieval		
potentially you can just take that entire chain and stick it on bit torrent		
like there's lots of ways to like archive it		
and create kind of customized search protocols for it		
so what's your sense why so there's a python 2 in python 3 and it took 4		
ever for people to switch what's your sense why this		
merge has been taking longer than perhaps was expected		
i think the biggest reason is just you know we've been		
underestimating the technical complexity there's a lot of technical complexity in		
making a successful proof of stake chain there's a lot of technical complexity in		
actually figuring out the transition process		
there's so that's bigger than social complexity so it's uh the technical		
complexity you would say is the bigger reason for the		
any delays than the social complexity i i actually think so i and i		
i think we've been very fortunate to not have too much social complexity around		
the merge so not much drama no um i think the		
the biggest part of the reason is just because we have been talking about proof		
of stake in charting as being part of the road map since um		
almost the very beginning of the project right like the very first proof-of-stake		
blog post does from january 2014 which was you know um		
two months after the project started and like maybe even a day after the		
announcement um so you know it was proof of stake was		
not something that we uh kind of put on any on anybody by surprise		
and then when the dow fork happened and you know the people on the edc side		
split off i think it also just happens that a lot		
of the people that were not willing to stomach the dow fork and then join the		
etc side they were the more bitcoiny types and		
the more bitcoiny types do also tends to like like proof of work more		
and so like that also sort of ended up you know sort of		
like purifying the communities on both sides i guess		
so ethereum classic is not switching to proof of stake and		ethereum
you know they're happy with their setup and		
by the time that uh you know it came through the beacon chain launching ends		
and now i think the community is there's very strongly in favor of the		
proof of stake switch but let me ask the question that no		
engineer wants to hear which is uh the question of timeline when do you think		
the merge will happen do you have a sense it might		
happen this year dear sense it might be pushed towards		
next year 2022 um or uh or even beyond		
um i think early 2022 was like the most realistic		
there's i think there's definitely still like an optimistic case of it happening		
this year but like the realistic thing to count on is		
definitely the early part of very early part of next year is there		
specific things that stand out to you that are		
like do they'll make you feel good about progress		
if you see it happening um so the thing that we		
had last month is that we had this online hackathon called rayonism where		
basically a bunch of uh the different uh client developers that		
are going to be part of the transition like hacks together some test nets of		
the post-merge ethereum chain so these were only test nets of what		ethereum
would happen after the merge they were not test nets of the transition itself		
so the thing that people are working on now actually is the transition		
um so having a full specification of both the		
transition and post transition i mean we have specifications now but		
like in a realistic way though probably needs to have a couple		
of changes and have things that continue to be ironed out		
and then have a yet test net that does both the transition		
and the post transition and then like once you have a test network then		
you just have to do a lot of testing and audit it um and then		
you know do some runs on not just a specialized test network but on say an		
existing test network like a rob center rinkeby that		
ethereum people already significantly use and if it works then		ethereum
you can deploy the transition on mainnet just as a quick comment		
because this is fascinating in august of last year		
there was this uh medalla i believe it's pronounced madasha it's a		
south american subway station i forget where but spell		
with two l's yeah yeah because that's you know that's		
how spanish works right like the two else have uh		
dasha yeah okay cool anyway but i read about it		
in uh middle of august august 14th there was an incident		
on that test net um what how does this process work like what do you learn from		
those kinds of incidents when stuff goes wrong		
in the test process um i think uh that incidence was that		
there was a consensus failure of some kindness i remember um		
basically just different clients interpreting things in different ways		
and then one of them getting kicked off the network		
and then it ended up taking a while to actually like		
get everyone to get back online like a big part of the reason why it took weeks		
to resolve right is because it's on a test network like the coins		
are valueless and so there's not really this big push of any kind for		
people to actually you know going down with a new client so		
they can start participating again and so you know it definitely took a		
while until the chain started finalizing again um		
but and then also like there was i think another		
round of just not finalizing in october as i remember		
um that i mean there were definitely things that we learned like there were		
a lot of things especially that client developers just learned about like		
optimization and how to build their clients in a way		
that they can process things efficiently um there's a lot that we		
learned from just like seeing the full life cycle of what happens when		
more than a third of the validators go offline and then finalization stops		
and then that kind of weird unusual state of the chain		
continues for a while and then eventually everyone who is not		
participating just gets enough of their stake like we don't		
use the word swash we use the word weak for this but like basically also burned		
um until you know the people who are participating go back up to two thirds		
and then the chain goes back to finalizing		
so just seeing all of those edge cases play out live i think actually helped a		
lot and probably helped to really contribute to		
making us feel better about midnight i mean there's also an incident		
just recently in april 24th of 2021 where uh		
this was on beacon i guess there was a bug discovered in the software client		
prism that prevented roughly 70 percent of		
validators on the network from producing blocks i mean maybe you		
can comment on what happened but broadly like the big picture what kind		
of stuff are you worried about in terms of		
problems that might arise we're talking about small bugs i were		
talking about like emergent social unexpected		
social bugs you know what are the things that worry about the future of ethereum		ethereum
that you want to make sure you construct		
mechanisms that prevent those things from happening		
so one of the lucky things there was that this particular bug only prevented		
proposals of blocks it did not prevent attestations		
right so at the stations is just a mechanism for voting on blocks		
and it's the attestations that are actually responsible for the chain		
finalizing so like coming to this more permanent agreement on blocks right		
so the chain was actually quite stable all the way through		
um the i think the thing that we generally		
learned from these experience experiences		
is just how valuable it is to have the some multi-client network		
right so this is one of these areas where i think ethereum distinguishes		ethereum
itself from like bitcoin for example right that in ethereum we don't have		ethereum, bitcoin
one single client that that everyone um just runs right there's multiple		
implementations of the protocol and these multiple		protocol
implementations they're they all process and verify the blocks that each		
other can you know verify right so they all speak		
the same language now sometimes when there's a bug they		
disagree right and when two clients disagree because of a		
bug we call this a consensus failure and consensus failures are pretty		
serious right and when you have um clients monoculture like		
bitcoin does then like it's more rare to have		bitcoin
consensus failures do you still have them actually bitcoin had a consensus		bitcoin
failure between two different versions of the same client back in 2013		
um but they're less likely to happen but the interesting thing is that the		
multi-client architecture has actually i think saved ethereum much more than		ethereum
it's heard it so even in this most recent incidents		
right like prism was not producing blocks but all the other clients were		
still producing blocks um there's four others right yes it's a		
prism nimbus teku and the white house um		
and then also ethereum back in 2016 had this fun		ethereum
event that we call the shanghai dos attacks uh they're called that because		
uh the attacks started like right on the		
first day of a of our annual conference at defcon that		
happens to be in shanghai that year so what happened like basically was that		
someone came up with a way to create blocks		
that were very slow for one clients to process but not the other client		
so at that time there were basically two ethereum clients there were they were		ethereum
called geth and parity um right now i think the top three ones		
are gath nethermind and baso um but		
what happened as a result of us having two clients is that the attacker was		
just not able to come up with blocks that		
both clients were like uh completely failing at processing		
and so like a lot of the miners and a lot of network participants they just		
kept on switching between the two implementations		
depending on which one worked and that actually really helped the		
the chain i kind of survived through that month of attacks as the attacker		
just like kept on hammering at our system and identifying		
all of the weaknesses and just like forcing our clients to do		
this you know rapid sprint of just like optimizing the		
hell out of everything and make sure there aren't any of those uh dust blocks		
or uh and dust bugs remaining um so that was		
another example and then like as a counterpoint as a		
counter example so like something that also shows the point		
from the other side um bitcoin had this bug in 2010 right		bitcoin
the balance overflow bug basically someone		
created a transaction that had two outputs and those		
outputs had were both of a few billion bitcoin so like about two to the power		bitcoin
of 63 satoshis and then if you add those numbers		
together you you go above to the power of 64.		
and of course you know computers like once you go above to the power of 64 you		
wrap around and so the bitcoin nodes thought that		bitcoin
there was enough money to pay for the transaction because it was asking for		
let's say like a billion satoshis or something but actually it was asking for		
to the power of 64 plus a billion and so you know the attacker just managed to		
create like billions of bitcoin out of thin air and		bitcoin
this was not only discovered and fixed after something like 12 hours		
um but you know if there had been like if bitcoin had been a multiple		bitcoin
implementation system then what would have almost certainly		
happened is like one of the clients would have		
bugged out but the other clients would have		
probably you know actually had a check for that right and so		
there would have been a consensus failure but at least that would have		
um like alerted everyone that there is a problem very		
quickly and it also would have given everyone just like obvious social		
permission to go and you know pick which whichever one of the		
chains is correct and solve the problem um so like that's		
i think a big learning that we've had from multiple		
of our experiences in the ethereum ecosystem just like		ethereum
validating this multi-client model you know to be fair it's a model that we get		
criticized for a lot right like bitcoin people talk about you know the		bitcoin
risk of consensus failures that this creates		
um vc types are like well you know isn't it expensive and wasteful to funds three		
software teams where you could just be making you know one		
quote focused effort you know they love the word focused and like you know		
ethereum is not that but it's amazing despite not being that		ethereum
yeah um the basically yes so that was interesting		
and and then you know there have definitely been other		
learnings as well just from like seeing the chain live and		
you know seeing what actually is the staking experience		staking
like what are the actual incentives for all the different participants um		
so i definitely feel like we're gaining a lot from this sort of one year of uh		
trial running the chain before we actually make all of ethereum depend on		ethereum
it let me ask uh perhaps a strange question		
but uh you know proponents of bitcoin will say		bitcoin
uh things like bitcoin fixes everything so why do we need ethereum		ethereum, bitcoin
uh versus like bitcoin plus lightning network for scalability		bitcoin
uh and then using bitcoin for with this proof of work for security so		bitcoin
in this kind of um it is perhaps sort of a strange question		
but it's a high-level question why do we need another technology		
yes there's a bunch of nice features but like		
doesn't bitcoin fix everything already so		bitcoin
and the thing that always attracted me about		
bitcoin is you know these values of you know decentralization creating these		bitcoin
open provisional systems that anyone can participate in		
and that aren't just going to flop over and die if whoever created them gets		
bored and like no that are resistance to like whoever runs		
them breaking the rules and all of these things right and		
i think that pretty strongly that these principles are		
like really valid in importance to much more things than just money right like		
bitcoin is uh the blockchain for money and ethereum		blockchain, ethereum, bitcoin
is uh built from the start as a general		
purpose blockchain right it's you know there is ether the asset on ethereum but		blockchain, ethereum
then you can also make you know decentralized financial things		decentralized
what we call d5 today um you know you can make like ens the		
decentralized domain name system um you can put make prediction markets		decentralized
on it you can make totally non-financial		
systems that just like keep track of whether or not		
some certificate was signed or whether or not some like cryptographic key got		cryptographic
revoked there's this big long list of like just		
interesting things that you could use about blockchains to do		
right like basically they are sort of the missing piece		
that um where without them the kinds of things that a decentralized computer		decentralized
network can do is very limited and once you have them you know a lot of		
those limitations end up going away uh and so		
ethereum was like always from the beginning about that right it's about		ethereum
like hey this isn't just money this is there's so		
much more that you could do if you could just go ahead and make any		
infrastructure or you know digital institution or dao		dao
or whatever you want to call it where you the kind of the base layer of		
the logic is just executed in this open and transparent way where everyone can		
see what's going on or you know if you like your zero knowledge proofs at least		
everyone can see proofs that prove to you that		
what's going on follows the rules um and you don't need to		
like just constantly keep trusting centralized actors		
and hence the smart contracts exactly as being a sort of a core technology as		
part of ethereum yes exactly smart contracts the computer		ethereum
programs that are running on ethereum they are like the core of what makes		ethereum
ethereum general purpose yeah um so i think like i do think that		ethereum
you know there's a lot more that wrong with the world than		
just money right like i'm not one of these people who thinks that		
you know if you get rid of fiat currency and you replace it with cryptocurrency		cryptocurrency
then suddenly wars are going to go away right because		
like first of all um you know like senoraj revenue is only a small portion		
of government revenue right it's like what		
five ten percent something like that second of all like if		
you are the sort of um this is one of the things i don't even get about their		
philosophy like let's say you're the sort of person who		
is a like an extreme and very distrusting libertarian and you think		
that these governments are terrible right like we we know today that		
governments find a combination of you know things like welfare and things		
like you know the military that you know goes and like bombs people in		
afghanistan right and the so the question you have to ask is		
like okay you um with your new um you know		
magic newfangled cyber currency that takes over the world		
take away the government's ability to have seniors revenue and so you reduce		
the government's revenue by 10 if the government is that evil which		
portion of its um expenses is it going to take that 10		
from is it gonna stop the bombing people in afghanistan or is it going to cut		
welfare if you think it's the first you have a		
very optimistic view of the government right so that's		
i guess my perspective on like why the whole um you know		
we're going to save the world and create and		
uh create peace by like denying governments the right to stealth		
taxation kind of perspective doesn't really make much sense for me		
and i do think that there is real value that comes from a		
decentralized and open currency like just the fact that there is a financial		decentralized
infrastructure that anyone in the world can		
you know go ahead and use right like it's		
and that's something that can easily be a big boon for people right there's a		
lot of places where the uh currency and		
is much less stable than the dollar and you know these people like they don't		
like well if they use bitcoin their only option is to get big ones		bitcoin
right which you know are also pretty volatile		
um if they use ethereum then you know they can get ether but then they can		ethereum
also get stable coins right and you might think that you know oh		
you're not being ideologically pure now you're giving them stable coins		
which are mirroring dollars and obviously dollars are going to collapse		
too but the reality is that delvers are		
vastly more stable than the venezuelan bolivar		
so like there are really like meaningful and beneficial		
things that you can give to people by create having a global		
and open financial system but i think if you want to actually do		
that like you have to have much more than just a currency right		
and then if you want to go beyond financial things then you know you have		
to obviously have much more than a currency		
and then you know you also have to actually		
actually take scalability seriously because the non-financial applications		
like nobody's going to pay five dollars a transaction for them		
can we return to dogs sure no no no no no no no no the other one's		
categorically forbidden get categorical is there any cryptocurrency based on		cryptocurrency
cats actually i i think there are like was		
there was cat coin there was neon coin for some reason they just didn't catch		
on as much as the dog coins did okay so let's talk		
about dogecoin and elon musk elon said that quote ideally		
doge speeds up block time 10x increases block size 10x and drops		
fee 100x then it wins hands down end quote you said		
in the blog post partially responding to that		
that there are subtle technical reasons why this is not possible		
to this elon said that you quote fear the doge uh so let's talk about		
this what are the technical uh hurdles for		
dogecoin that prevent it from becoming one of the primary		
cryptocurrencies of the world and do you in fact		
fear the doge i definitely feel obligated to correct the record i		
definitely do not fear the dosh okay no i love the		
dosh um i actually visited the doge in japan a few years		
back it's uh she's an amazing dog he's still alive		
wait the original doge yeah oh wow um		
so you know we accept doge every every year for our annual def con		
conferences um so and i definitely you know don't		
think ethereum is opposed to dot coins i mean		ethereum
like i kind of wants to feel like you know ethereum is at least a little bit		ethereum
in spirit itself a dog coin and then you know as i'm as i mentioned you know i		
love doge i bought i bought a bunch of doughs i still hold		
some a bunch of dosh the on the scalability question like the		
challenge basically is like the limits uh scalability as a and the		
trade-offs with centralization right like if you just		
increase the parameters without doing anything else then it just becomes		
more and more difficult for people to validate the chain and uh		
just becomes more likely that the chain becomes centralized and		
becomes vulnerable to all kinds of capture so does it need like		
some of the layer two technologies that we've been talking about		
um i mean i personally think that you know if doge wants to		
somehow bridge to ethereum and then people can trade doge thousands of times		ethereum
a second inside of loopering then you know that would be		
amazing i mean if they want to just like take zika roll up style technology and		
just have thousands of transactions a second on their own chain then that's um		
you know that would be a great outcome as well so what is there ways for		
ethereum and uh dogecoin to work together so		ethereum
okay so there's a power behind a person like elon musk pushing the development		
of a cryptocurrency is there ways to leverage that power and		cryptocurrency
that momentum to improve ethereum to improve some of		ethereum
the sort of uh cryptocurrencies that are		
already technologically advanced and pushing forward that kind of technology		
i i definitely think there is room for you know that uh there's that meme		
of doge like taking over that's the door i've seen it		
is there a way to ride that uh that storm that wave of the doge		
has taken over i think if we could have a secure doshu ethereum bridge then		ethereum
you know that would be amazing and then when ethereum gets its scalability		ethereum
any scalability thing that works for ethereum assets you would be able to		ethereum
also like trade wrapped doors with extremely low		
transaction fees and very high speed as well		
is there uh is there precedence for building secure bridges between		
cryptocurrencies is that i mean how difficult is this		
kind of task that's it's definitely something that's in its infancy infancy		
there definitely have been some cross-chain interaction things that have		
been done before um so one the earliest is probably the		
concept of merge mining right when a chain just makes its entire		mining
proof-of-work algorithm dependent on the proof-of-work algorithm of another		
chain and so i think famous doshcoin actually merged mines		
the litecoin which is i think in retrospect it's not looking		
like a very good choice because now deutsche coin is bigger than litecoin um		
but um you know if there's potentially some		
way for dogecoin to merge mine within ethereum		ethereum
proof of stake ins of some kinds then like that could be an interesting		
alternative um if so that's one type of like chain		
interaction as far as like bridges like one chain		
reading another chain early in ethereum's history there was		ethereum
this project called btc relay it's a smart contract on ethereum that		ethereum
just verifies bitcoin blocks i think people stopped really caring		bitcoin
about and maintaining it because there just weren't enough		
applications that were actually interested in using it at the time and		
the transaction fees got too high to actually maintain it		
so i i think if we want to make a btc relay 2.0		
and that becomes cheaper because you know it uses snarks or something like		
that then you probably could but and maybe now is the time when you		
actually like can do that sort of one-way		
verification but the one challenge though is that		
if he wants to have a bridge that allows you to move assets between chins		
then you don't just need one-way verification you need two-way		
verification right and ethereum can verify anything		ethereum
because ethereum smart contracts can just run arbitrary code		ethereum
but if you want bitcoin to be able to do things based on what happens in ethereum		ethereum, bitcoin
lands then like bitcoin would have to basically		bitcoin
well they can do everything with soft forks because like you know that that's		
their religion but no they'll they'll do it that way		
and if doge wants to make a fork where that allow allows for		
like two-way transferability with the		
ethereum then you know they could i mean i i think that would		ethereum
be a lovely collaboration to make if there's interest i think there might		
actually even be some multi-sig funds that have some um		
some funding it's just a bounty for someone to make a bridge between the two		
yeah could you maybe try to psychoanalyze elon musk for a brief		
second so what are your thoughts about tesla		
and elon musk's journey through the cryptocurrency world		cryptocurrency
so first with bitcoin and then with doshcoin		bitcoin
so acquiring a large acquiring holding a large amount of bitcoin		bitcoin
and i believe at least considering the acquiring and holding a large amount of		
doshcoin positives negatives what do you think the future		
for tesla and spacex in the cryptocurrency space looks like		cryptocurrency
do you think they'll consider ethereum um i'm i'm sure that if you know that		ethereum
they stay in the the cryptocurrency ecosystem at all		cryptocurrency
then they have to at some point yeah you know bitcoin number one		bitcoin
dogecoin number i mean you know come on it deserves to be number three		
and then or number two and then ethereum can be whatever that uh		ethereum
whatever that other number is um but um the if ethereum only becomes a dot		ethereum
coin somehow maybe change the logo to incorporate		
a dog of some sort almost like doors like		
uh sneaking behind oh that would be that would be fascinating before the emerge		
happened and i think like elon you definitely		
i think you would make a mistake if you were to kind of		
ascribe too much like sophisticated malevolent ins or or		
any intel like deep intentionality to the whole process		
i think like he's just a human being and he likes dogs just like i like dogs yeah		
right that is i think that is literally the		
reasoning behind the whole dose dogecoin thing		
there is some aspect to which i mean the guy		
helped launch a car into space right like you could you could ask like		
what is the purpose of that i think the purpose of that is uh fun		
there i think he truly is more and more especially		
lately embodying the whole idea that the most		
the most entertaining outcome is the most likely and he's fully embracing the		
most entertaining outcome and in many ways dogecoin is the most		
entertaining cryptocurrency as cryptocurrency becomes more and more		cryptocurrency
impactful in the world people are getting more and more serious		
about it and so he's selecting the cryptocurrency that is the most the		cryptocurrency
least serious and the most fun and there's something to that uh like		
coupling fun with uh technological sophistication		
um and somehow figuring out a way to do that absolutely you do that well you		
know i i i want the world to be fun i think the		
world being fun is great okay let me ask about a couple other		
technologies if it's okay sure what are your thoughts about chain		
link and hybrid smart contracts that utilize off-chain external data sources		
and i think it's definitely necessary for smart contracts so that		
you do a lot of things to use off chain data of some kind right like		
if you want to have a stable coin you need a price oracle so you know what		
price you're targeting um if he wants to have some fancy you		
know crop insurance gadget like i always you know		
i think ether risk has been doing a lot of uh good work with that in		
i think it was either kenya or sri lanka or both like they're they're making a		
lot of good progress and some in some of those		
places like you need some kind of oracle to		
tell you you know did it actually rain in this particular area		
um if he wants to have like assets that mirror other financial assets you need		
an oracle if you want to have a prediction market		
you need an oracle and so projects that provide oracles are		
definitely really important and there are definitely different kinds of use		
cases like augur is more about you know events		
and the auger oracle is designed like i think differently from chain link right		
like chain link emphasizes the whole you know like we		
have a fast automated thing that just like gives you data		
quickly um whereas auger is more you know we don't give a crap		
about speed um and look we don't need to give a crap		
about speed because if you want to get your money out on a prediction market		
that where in reality it's resolved you can		
probably just sell your coins for 99 cents anyway		
um so i mean i i think i mean the chain link is definitely like		
taking a yeah good and the important part of the oracle design space and i'm		
definitely happy that there is like that project taking the task on and at		
the same time i do think that you know their their frog army on		
twitter can get a bit intense sometimes but like frog		
army is there is there a way to incorporate sort of oracle network type		
of ideas into ethereum i personally		ethereum
would prefer the ethereum base layer like		ethereum
stay away from trying to provide too much functionality because		
i think once you have the ethereum base layer		ethereum
making a claim about like say the us dollar to ethereum price like and		ethereum
at some sense you're basically saying that like ethereum as a		ethereum
base platform starts making what could be geopolitical statements		
right right like for example you know imagine if there was some		
you know civil war in the us split up and you had two currencies that both		
claims to be the us dollar well you know ethereum would would have to		ethereum
pick one for the sake of everyone who's already using that oracle so you know		
does that mean that the blockchain would be		blockchain
like taking a position in this big megapolitical debate		
so i think like for the just those kinds of reasons		
i would personally like prefer um ethereum itself to be more of this sort		ethereum
of pure platform that just analyzes the		
transactions and just mathematically using uh deterministic		
consensus rules and then if you need the oracles that can be all your tears		
i think ethereum benefits from not trying to do everything at layer one		ethereum
and having this like very robust way or two ecosystem where you have all these		
projects doing interesting things yeah focus on the basic technology avoid		
the politics gotcha let me ask a bit of a human question		
charles hoskinson someone you've worked with		
in the early days of ethereum there appears to my outsider view		ethereum
to have been a bit of a falling out is there a positive		
inspiring human story to be told about why you two parted ways		
i kind of wants to let the various books about ethereum speak for themselves		ethereum
um but you know you know if i feel like you know since that time i think you		
know charles has clearly progressed and then he		
matured in a lot of ways and i mean people who follow charles		
closely have definitely told me that you know like 2021 charles is very different		
from 2014 charles and i'm sure 2021 vitalik		
is much different from 2014 metallic as well i'm		
kind of interested how the 2030 and 2040 vitalik and		
charles look like as well oh interesting like the progression of		
the humans is this going to be one of those things		
where like everyone comes full circle and then 2030 vitalik and charles are		
best friends yeah i mean not necessarily best friends		
but some kind of uh um are able to reminisce in ways that		
is um that puts some of the tension of the		
past behind i think such things are possible um i think		
you know people definitely absolutely have a right to		
and uh and they should strive to just constantly change and reinvent		
themselves um is there something you could say		
about your thoughts about the cardano project		
that charles hoskinson leads they've worked on some interesting ideas that		
mirror some of the ideas in ethereum proof of stake		ethereum
working on smart contracts and all those kinds of things		
is there something again positive inspiring that you could say		
are they a competitor is it complementary technology		
it's uh and there's definitely interesting ideas in there i mean i do		
think cardano takes a bit of a different approach than		
ethereum and that you know they really emphasize having these big		ethereum
academic proofs for everything whereas ethereum tends to be more okay with		ethereum
heuristic arguments and in part because it's just trying to do more faster		
um but you know there's definitely very interesting things that come out of		
you know iohk research and so is there can you comment on that kind of idea i		
as sort of uh having a foot in research enjoy		
charles's kind of emphasis on papers and like deep academic rigor is there		
what's the role of deep research rigor in the world of		
cryptocurrency interesting i'm actually the sort of		cryptocurrency
person who thinks deep rigor is overrated		
um the reason why i think deep rigor is overrated is because i think like		
the the in terms of like why protocols fail		
i think the number of failures or that are outside the model is even more		
important is like bigger and more important than		
the failures that are inside the model right so if you take selfish mining for		mining
example like the the that original discovery from 2013		
that showed how um bitcoin does		bitcoin
like even if it has a 50 uh fault tolerance assuming everyone's honest it		
only has a yeah you know zero to 33 percent fault		
tolerance depending on your network model		
if you assume uh rational actors and like to me that wasn't that was a great		
example of like an outside the model failure right because		
traditional consensus research just up until		
or before the blockchain days did not think about		blockchain
like incentivization much right like there was a little bit of thought about		
incentivization there's like a couple of papers on the byzantine		
altruist rational model but it wasn't that deep it was mostly		
operating under the assumption that you know this we're going to make		
consensus between 15 participants and these are institutions		
and if something goes wrong then you know if it was we can figure out		
whether or not it was deliberate offline and if they did something evil we		
consume them whereas in the crypto world you can't do		crypto
that right and so like that whole discovery basically		
arose just because like you know the model of uh		
traditional uh consensus research just like didn't cover those possibilities		
and then like once you go out of the model those		
other issues do exist right um so but then at the same time		
like there definitely are um protocols that		
turn out to be insecu that do have failures inside the		
model like this reminds me of at the time when		
i think i found a bug in a proposed uh consensus implementation from either		
bitshares or eos this happened around the end of 2017. um		
so that was definitely inside the model because like they had		
a very clear idea of what they were trying to achieve they had a very clear		
description and like there's a very clear		
mathematical um argument for why the description doesn't lead to what they're		
trying to achieve but ultimately what you're trying to achieve can never		
be fully like described in formal language right like		
i think this is the big discovery of you know the ai safety people for example		
right like just having a a specification of what		
you want is an insanely hard problem and like the more powerful the optimizer		
that you're giving the instructions to the more you have to be careful		
and and so you know i think there are kind of these two sides		
and then the other thing is that a lot like a lot of the academic		
approach ends up like basically optimizing for other		
people inside of the academic system and it doesn't really optimize for like		
curious outsiders whereas like i personally met like totally optimized		
for curious outsiders or at least i feel like i strive to		
so i guess like that's my case for why i like tends to behave in ways that you		
know occasionally traditional academic types		
criticize as being reckless um but i you know on the other hand you		
know there's i mean there's definitely real benefits		
that come from like just taking us		
a rigorous approach especially when you know you know what the thing that		
ex like you know what the specification is of what you're trying to get		
and like you're trying to kind of improve your way		
or provide protocols that actually provide that like you know exactly what		
you're looking for i feel like realistically		
you probably wants to do both kinds of analysis		
and like sometimes even want to do both kinds of analysis and stages right like		
you have you want to do more quick and dirty		
things and even want public feedback on the quick and dirty stuff		
and then later on you formalize it more and then you get more feedback		
um like in general i guess i feel like the norms of research in		
the future like the internet has just changed so much there's no way that it's		
not going and you know it's it's even changed like		
collaboration structures and like the patterns in which we work with each		
other there's no way that the correct		
structure for club collaborative research is the same		
as what it was 15 years ago but like what combination of these		
existing components and of new ideas it is like that's something that's you know		
totally legitimate to kind of fight it out and i think it's		
great that there's different ecosystems that have different attitudes to things		
like you know i think you know there's a big possibility that		
you know things that the ethereum ways that the ethereum ecosystem		ethereum
approaches some problems is totally wrong and if there's other ecosystems or		
different principles and they can do well that's something that we can		
learn from in the spirit of the depth first search		
can you comment on ai safety and some people are really worried about the		
existential risks of artificial intelligence		
is there something you could say that's uh		
hopeful about how we avoid in the same kind of line of uh reasoning about		
creating formal models versus kind of looking outside the model into		
what the real world actually is like is there some lessons from that we can take		
and map onto the ai safety world where the potentials of the technology whether		
it's in autonomous uh weapon systems or just the paperclip		
problem uh that we can avoid ai destroying the		
world so my impression is actually that like		
this is more of a kind of faraway impression and		
it could be wrong that it might even be that one of the challenges that ai is		
not formal enough like because ai does is very like		
practitioner oriented right like it's all about like hey		
i found a couple of hacks and look i ran them and look you know they seem to		
improve classification accuracy from you know 0.684 to 0.773		
uh so a lot of the time like there just isn't		
actual science behind like why this hack works and why this uh		
other hack doesn't work you just sort of like trial and error your way into it		
um but and i could see how that approach works but at the same time like that		
approach is not good for legibility for example it's		
not good for like understanding what the heck is actually going on		
like how these kinds of systems conceivably might fail		
like there's even you know a debate on like can you take gpt3 like things and		
just scale them up and their intelligence will continue to		
improve or is there just like some types of reasoning that they're		
fundamentally bad at and like yeah they're not gonna get good at it no		
matter how much you like scale this exact same approach and add more		
hardware to it so having like		
thinking about what's going on more explicitly i mean my understanding is		
that a big part of a ai safety research is trying to do		
that sort of stuff right and formalize yeah formalize		
try to improve just ai legibility like trying to understand you know if		
the ai makes some classification so we can actually see		
like what happens and what's going on in the middle right		
whereas with crypto or with traditional cryptography		crypto
you know it's like very much not well okay i mean		
i shouldn't quite say that it's traditional cryptography is this		
interesting mix of being very formal and being very informal		
because it's very formal with given these security assumptions prove that		
